0	 0
2	 0
3	 0
4	 0
5	 0
6	 0
7	 0
8	 0
9	 0
10	 0
11	 0
12	 0
13	 0
14	 0
15	 0
16	 0
17	 0
18	 0
19	 0
20	 0
21	 0
22	 0
23	 0
24	 0
25	 0
26	 0
27	 1
28	 1
29	 0
30	 0
31	 0
32	 0
33	 0
34	 0
35	 0
36	 0
37	 0
38	 0
39	 0
40	 0
41	 0
42	 0
43	 0
44	 0
45	 0
46	 0
47	 0
48	 0
49	 0
50	 0
51	 0
52	 0
53	 0
54	 0
55	 0
56	 0
57	 0
58	 0
59	 0
60	 0
61	 0
62	 0
63	 0
64	 0
65	 0
66	 0
67	 0
68	 0
69	 0
70	 0
71	 0
72	 0
73	 0
74	 0
75	 1
76	 0
77	 0
78	 0
79	 0
80	 0
81	 0
82	 1
83	 0
84	 0
85	 0
86	 0
87	 0
88	 0
89	 0
90	 1
91	 0
92	 0
93	 0
94	 0
95	 0
96	 0
97	 0
98	 0
99	 0
100	 0
101	 0
102	 0
103	 0
104	 0
105	 1
106	 0
107	 0
108	 0
109	 0
110	 0
111	 0
112	 0
113	 0
114	 1
115	 0
116	 0
117	 0
118	 0
119	 0
120	 0
121	 4
122	 0
123	 0
124	 0
125	 0
126	 0
127	 0
128	 0
129	 0
130	 0
131	 0
132	 0
133	 0
134	 0
135	 0
136	 0
137	 0
138	 1
139	 0
140	 0
141	 0
142	 0
143	 2
144	 0
145	 0
146	 0
147	 1
148	 1
149	 1
150	 0
151	 0
152	 0
153	 0
154	 0
155	 0
156	 0
157	 0
158	 2
159	 1
160	 0
161	 0
162	 1
163	 0
164	 0
165	 0
166	 0
167	 0
168	 0
169	 1
170	 0
171	 2
172	 0
173	 0
174	 0
175	 0
176	 0
177	 0
178	 0
179	 0
180	 0
181	 0
182	 0
183	 0
184	 0
185	 0
186	 0
187	 1
188	 1
189	 2
190	 0
191	 0
192	 0
193	 0
194	 0
195	 0
196	 2
197	 0
198	 0
199	 0
200	 0
201	 0
202	 0
203	 4
204	 1
205	 1
206	 0
207	 0
208	 0
209	 0
210	 0
211	 0
212	 0
213	 2
214	 0
215	 0
216	 0
217	 0
218	 0
219	 2
220	 0
221	 0
222	 1
223	 1
224	 1
225	 0
226	 0
227	 1
228	 0
229	 0
230	 0
231	 1
232	 0
233	 0
234	 0
235	 0
236	 2
237	 0
238	 0
239	 0
240	 1
241	 0
242	 1
243	 0
244	 1
245	 2
246	 0
247	 1
248	 0
249	 0
250	 1
251	 2
252	 0
253	 0
254	 1
255	 1
256	 0
257	 0
258	 0
259	 0
260	 0
261	 1
262	 0
263	 1
264	 1
265	 0
266	 1
267	 0
268	 0
269	 0
270	 0
271	 1
272	 0
273	 0
274	 0
275	 1
276	 0
277	 0
278	 1
279	 0
280	 0
281	 0
282	 0
283	 0
284	 0
285	 0
286	 3
287	 0
288	 0
289	 0
290	 0
291	 0
292	 0
293	 3
294	 2
295	 0
296	 0
297	 1
298	 1
299	 0
300	 0
301	 0
302	 0
303	 2
304	 4
305	 0
306	 0
307	 0
308	 0
309	 2
310	 0
311	 1
312	 0
313	 0
314	 1
315	 0
316	 2
317	 0
318	 0
319	 1
320	 8
321	 0
322	 1
323	 0
324	 3
325	 0
326	 0
327	 0
328	 1
329	 0
330	 13
331	 0
332	 2
333	 0
334	 2
335	 1
336	 2
337	 0
338	 1
339	 0
340	 0
341	 0
342	 5
343	 0
344	 0
345	 1
346	 0
347	 0
348	 0
349	 0
350	 0
351	 1
352	 0
353	 11
354	 2
355	 0
356	 4
357	 0
358	 0
359	 0
360	 0
361	 1
362	 0
363	 4
364	 0
365	 0
366	 0
